,Unnamed: 0,V0101,UF,V0102,V0103,V0104,V0105,V0106,V0201,V0202,V0203,V0204,V0205,V0206,V0207,V0208,V0209,V0210,V0211,V0212,V0213,V0214,V0215,V0216,V2016,V0217,V0218,V0219,V0220,V2020,V0221,V0222,V0223,V0224,V0225,V0226,V0227,V2027,V0228,V0229,V0230,V0231,V0232,V2032,V4105,V4106,V4107,V4600,V4601,V4602,V4604,V4605,V4606,V4607,V4608,V4609,V4610,V4611,V4614,UPA,V4617,V4618,V4619,V4620,V4621,V4622,V4623,V4624,V2101,V2102,V2103,V2105,V2107,V2109,V2111,V2113,V2115,V2117,V2119,V2120,V2121,V2123,V2124,V2126,V2128,V2130,V2132,V2134,V2136,V2033,V2034,V2035,V2036,V2037,V2038,V2039,V2041,V9992,Região
81549,81549,2009,32,1169,19,1,5.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,4.0,1.0,2.0,8.0,1,1,2,26,9,3206,1,1.0,16,0.0058342759,42,3659927,450,493.0,1530.0,195,320006,56,1.0,5.0,306.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81572,81572,2009,32,1177,20,1,5.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,350.0,,,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,2.0,8.0,1,0,2,26,9,3206,1,1.0,16,0.0030702239000000003,22,3659927,450,494.0,1570.0,195,320006,57,1.0,5.0,314.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81633,81633,2009,32,1207,19,1,6.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,5.0,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3206,1,1.0,16,0.0036910725,27,3659927,450,493.0,735.0,195,320006,60,1.0,6.0,122.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81638,81638,2009,32,1215,2,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,5.0,3.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,,8.0,1,0,2,26,9,3206,1,1.0,16,0.0026619947,19,3659927,450,493.0,950.0,195,320006,61,1.0,2.0,475.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81645,81645,2009,32,1215,9,1,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,,,,3.0,,3.0,4.0,3.0,,,,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,3.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3206,1,1.0,16,0.0026619947,19,3659927,450,494.0,465.0,195,320006,61,1.0,3.0,155.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81665,81665,2009,32,1215,29,1,4.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,2.0,1.0,2.0,8.0,1,0,2,26,9,3206,1,1.0,16,0.0026619947,19,3659927,450,493.0,1307.0,195,320006,61,1.0,4.0,326.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Sudeste
81670,81670,2009,32,1215,34,1,8.0,7.0,1.0,2.0,1.0,1.0,7.0,4.0,3.0,380.0,,,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,1.0,4.0,3.0,,8.0,1,0,2,26,9,3206,1,1.0,16,0.0026619947,19,3659927,450,494.0,2230.0,195,320006,61,1.0,8.0,278.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81692,81692,2009,32,1223,20,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,1,2,26,9,3206,1,1.0,16,0.0036825678,27,3659927,450,493.0,0.0,195,320006,62,1.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81693,81693,2009,32,1223,21,1,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,6.0,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,1,2,26,9,3206,1,1.0,16,0.0036825678,27,3659927,450,494.0,140.0,195,320006,62,1.0,2.0,70.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81694,81694,2009,32,1223,22,1,5.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,1,2,26,9,3206,1,1.0,16,0.0036825678,27,3659927,450,494.0,465.0,195,320006,62,1.0,5.0,93.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81696,81696,2009,32,1223,24,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,1,2,26,9,3206,1,1.0,16,0.0036825678,27,3659927,450,493.0,465.0,195,320006,62,1.0,1.0,465.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81701,81701,2009,32,1231,2,1,4.0,3.0,1.0,4.0,1.0,2.0,7.0,3.0,3.0,400.0,,,1.0,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,2.0,1.0,4.0,4.0,1,0,2,26,9,3206,1,1.0,16,0.0026534899,19,3659927,450,493.0,935.0,195,320006,63,1.0,4.0,233.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81708,81708,2009,32,1231,9,1,2.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3206,1,1.0,16,0.0026534899,19,3659927,450,493.0,105.0,195,320006,63,1.0,2.0,52.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81762,81762,2009,32,1266,8,1,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3207,1,1.0,14,0.0036083905,23,3659927,450,493.0,465.0,196,320007,66,1.0,1.0,465.0,3.0,8.0,1.0,3.0,,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81818,81818,2009,32,1290,10,1,2.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,150.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3207,1,1.0,14,0.0030929061,20,3659927,450,493.0,465.0,196,320007,69,1.0,2.0,232.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81833,81833,2009,32,1304,9,1,3.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,3.0,300.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,2.0,1.0,4.0,3.0,,8.0,1,0,2,26,9,3207,1,1.0,14,0.0057694595,36,3659927,450,493.0,120.0,196,320007,70,1.0,3.0,40.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81844,81844,2009,32,1312,3,1,4.0,4.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,1.0,2.0,8.0,1,0,2,26,9,3207,1,1.0,14,0.0019925453,13,3659927,450,493.0,1644.0,196,320007,71,1.0,4.0,411.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81863,81863,2009,32,1320,7,1,5.0,5.0,1.0,2.0,1.0,2.0,7.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,4.0,1.0,2.0,6.0,1,0,2,26,9,3207,1,1.0,14,0.0038562195,24,3659927,450,494.0,1498.0,196,320007,72,1.0,5.0,299.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,20120710,Sudeste
81866,81866,2009,32,1320,10,1,8.0,7.0,1.0,2.0,1.0,2.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,4.0,8.0,1,0,2,26,9,3207,1,1.0,14,0.0038562195,24,3659927,450,494.0,3210.0,196,320007,72,1.0,8.0,401.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81868,81868,2009,32,1320,12,1,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3207,1,1.0,14,0.0038562195,24,3659927,450,494.0,300.0,196,320007,72,1.0,4.0,75.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81870,81870,2009,32,1320,14,1,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,280.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,3.0,2.0,,1.0,4.0,3.0,2.0,1.0,2.0,8.0,1,0,2,26,9,3207,1,1.0,14,0.0038562195,24,3659927,450,493.0,465.0,196,320007,72,1.0,2.0,232.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81950,81950,2009,32,1363,20,1,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,300.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3207,1,1.0,14,0.0054522384,34,3659927,450,493.0,3800.0,196,320007,76,1.0,4.0,950.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
81976,81976,2009,32,600330,4,1,4.0,4.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,3213,2,0.0363859178,0,0.0,33,3659927,450,493.0,565.0,595,320024,150,1.0,4.0,141.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82057,82057,2009,33,26,7,1,8.0,8.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,1,2,26,9,3301,1,1.0,8,0.0068344823,22,4273971,400,515.0,1565.0,197,330001,2,1.0,8.0,195.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82096,82096,2009,33,42,11,1,4.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3301,1,1.0,8,0.0065165994,21,4273971,400,515.0,350.0,197,330001,4,1.0,4.0,87.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82098,82098,2009,33,42,13,1,4.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,180.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,3301,1,1.0,8,0.0065165994,21,4273971,400,514.0,1545.0,197,330001,4,1.0,4.0,386.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82109,82109,2009,33,50,2,1,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,200.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,6.0,3.0,2.0,3.0,,8.0,1,0,2,26,9,3301,1,1.0,8,0.008145749300000001,26,4273971,400,515.0,528.0,197,330001,5,1.0,3.0,176.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82200,82200,2009,33,93,11,1,7.0,5.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,3334,2,0.0934798363,5,0.0146189487,6,4273971,400,515.0,1460.0,604,330062,756,1.0,7.0,208.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82204,82204,2009,33,93,15,1,4.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,3334,2,0.0934798363,5,0.0146189487,6,4273971,400,514.0,465.0,604,330062,756,1.0,4.0,116.0,1.0,4.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82328,82328,2009,33,123,17,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,3334,2,0.0934798363,5,0.013820099099999998,5,4273971,400,515.0,465.0,604,330062,756,1.0,1.0,465.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,3.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82329,82329,2009,33,123,18,1,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,1.0,4.0,3.0,2.0,,3.0,2.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,3334,2,0.0934798363,5,0.013820099099999998,5,4273971,400,515.0,930.0,604,330062,756,1.0,2.0,465.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82446,82446,2009,33,166,9,1,6.0,4.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,2.0,1,0,2,26,9,3302,1,1.0,5,0.0092092623,18,4273971,400,515.0,980.0,198,330002,11,1.0,6.0,163.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82668,82668,2009,33,298,1,1,6.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,120.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,3304,1,1.0,16,0.0012981424,11,11719268,550,625.0,930.0,55,330004,24,1.0,6.0,155.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82680,82680,2009,33,298,13,1,6.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,250.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,3304,1,1.0,16,0.0012981424,11,11719268,550,625.0,800.0,55,330004,24,1.0,6.0,133.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Sudeste
82685,82685,2009,33,301,1,1,6.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,2.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,3304,1,1.0,16,0.0017643262,16,11719268,550,625.0,500.0,55,330004,25,1.0,6.0,83.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82686,82686,2009,33,301,2,1,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,4.0,8.0,1,0,1,26,9,3304,1,1.0,16,0.0017643262,16,11719268,550,625.0,1465.0,55,330004,25,1.0,3.0,488.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82771,82771,2009,33,352,1,1,3.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,2.0,3.0,,8.0,1,0,1,26,9,3304,1,1.0,16,0.0013555189,12,11719268,550,625.0,1700.0,55,330004,30,1.0,3.0,566.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,,3.0,3.0,,,,,,,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82779,82779,2009,33,352,9,1,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,6.0,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,3304,1,1.0,16,0.0013555189,12,11719268,550,625.0,70.0,55,330004,30,1.0,1.0,70.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,3.0,,,,,,,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
82804,82804,2009,33,360,11,1,5.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,3304,1,1.0,16,0.0013411748000000002,12,11719268,550,624.0,915.0,55,330004,31,1.0,5.0,183.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Sudeste
